TransactionID,OrderDate,Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,Price,DiscountPct,FinalPrice,Quantity,TotalAmount,CustomerSegment,Rating
7798,2024-06-19,Europe,Asus,All-in-One,i5,AMD Radeon Vega,8,2048,Linux,Blue,Online,Bank Transfer,2264.21,15,1924.58,3,5773.74,Gamer,1
7799,2025-05-02,Europe,Lenovo,Desktop,M2,Intel Iris,32,2048,Windows 10,Blue,Retail Store,PayPal,805.63,15,684.79,2,1369.58,Gamer,3
7800,2021-10-11,North America,Dell,Laptop,i7,Intel UHD,4,512,Linux,Silver,Reseller,PayPal,2489.1,20,1991.28,1,1991.28,Gamer,5
7801,2024-02-25,North America,Apple,Laptop,i9,Intel UHD,8,512,macOS,White,Reseller,PayPal,1576.45,5,1497.63,2,2995.26,Student,5
7802,2024-02-07,North America,HP,All-in-One,i9,NVIDIA RTX 3060,4,256,Windows 10,Black,Reseller,Credit Card,2150.82,0,2150.82,1,2150.82,Gamer,5
7803,2020-10-15,Asia-Pacific,Samsung,Laptop,M2,AMD Radeon Vega,4,256,Windows 10,Blue,Online,PayPal,1166.29,10,1049.66,1,1049.66,Student,5
7804,2021-01-26,Asia-Pacific,Dell,All-in-One,Ryzen 3,NVIDIA GTX 1650,16,2048,Windows 10,Black,Retail Store,Bank Transfer,2030.84,10,1827.76,3,5483.28,Enterprise,5
7805,2022-08-30,Europe,Dell,Desktop,i9,NVIDIA RTX 3060,16,512,Windows 10,Black,Reseller,Credit Card,2312.09,5,2196.49,1,2196.49,Enterprise,2
7806,2023-02-27,North America,Asus,All-in-One,i5,NVIDIA RTX 2060,32,1024,Windows 11,Silver,Retail Store,Debit Card,2437.78,10,2194,1,2194,Professional,1
7807,2020-07-06,North America,Apple,Desktop,i3,AMD Radeon Vega,8,2048,macOS,Gray,Retail Store,Debit Card,2836.83,20,2269.46,1,2269.46,Student,5
7808,2021-03-14,Europe,MSI,Gaming Laptop,Ryzen 5,Intel UHD,16,512,macOS,Blue,Retail Store,Credit Card,1261.33,20,1009.06,2,2018.12,Enterprise,5
7809,2022-01-05,North America,Dell,All-in-One,i5,NVIDIA GTX 1650,32,1024,Windows 11,Blue,Reseller,Bank Transfer,2969.39,15,2523.98,2,5047.96,Professional,2
7810,2023-08-12,Asia-Pacific,Apple,Desktop,Ryzen 3,Intel UHD,8,256,macOS,Silver,Retail Store,Credit Card,1838.81,5,1746.87,2,3493.74,Professional,2
7811,2022-05-02,Europe,Dell,All-in-One,M1,Intel Iris,32,1024,Windows 10,Gray,Online,Debit Card,1306.24,5,1240.93,1,1240.93,Student,3
7812,2025-03-23,Asia-Pacific,Lenovo,Laptop,Ryzen 3,NVIDIA RTX 3060,8,256,Windows 11,Blue,Reseller,PayPal,783.4,20,626.72,2,1253.44,Professional,4
7813,2023-10-18,North America,Razer,Laptop,Ryzen 7,Intel Iris,4,512,Windows 10,Gray,Online,Credit Card,910.17,10,819.15,2,1638.3,Gamer,3
7814,2022-07-31,Asia-Pacific,Asus,All-in-One,M2,Intel Iris,32,1024,Windows 11,Silver,Reseller,Credit Card,2994.02,5,2844.32,1,2844.32,Student,5
7815,2024-08-07,Europe,Asus,Laptop,i7,NVIDIA RTX 3060,32,512,Windows 10,Silver,Retail Store,Credit Card,2553.11,0,2553.11,2,5106.22,Professional,5
7816,2023-01-23,Asia-Pacific,MSI,Laptop,Ryzen 7,NVIDIA RTX 2060,16,1024,Windows 10,Black,Reseller,PayPal,2840.2,10,2556.18,3,7668.54,Gamer,1
7817,2020-04-13,Europe,Lenovo,Gaming Laptop,Ryzen 7,NVIDIA GTX 1650,32,512,Windows 10,Black,Retail Store,Debit Card,1711.28,15,1454.59,2,2909.18,Gamer,2
7818,2025-10-12,Europe,Microsoft,Laptop,i5,Intel Iris,32,1024,Windows 10,White,Retail Store,PayPal,2911.96,15,2475.17,3,7425.51,Professional,2
7819,2023-10-23,Europe,HP,Gaming Laptop,i7,NVIDIA GTX 1650,16,2048,Windows 11,White,Online,Credit Card,1498.31,20,1198.65,3,3595.95,Gamer,3
7820,2022-03-20,North America,Samsung,Laptop,Ryzen 7,NVIDIA RTX 2060,16,256,Linux,Gray,Online,PayPal,2720.29,5,2584.28,1,2584.28,Professional,2
7821,2023-02-21,Asia-Pacific,HP,Laptop,i7,NVIDIA RTX 3060,4,512,Windows 10,Black,Online,Bank Transfer,1805.73,5,1715.44,2,3430.88,Student,4
7822,2024-04-07,Asia-Pacific,Microsoft,Gaming Laptop,Ryzen 9,Intel UHD,8,512,Linux,Gray,Online,PayPal,727.61,5,691.23,2,1382.46,Student,4
7823,2022-04-18,Europe,Razer,Desktop,i3,Intel UHD,16,256,Windows 10,Gray,Retail Store,Bank Transfer,2156.33,0,2156.33,1,2156.33,Professional,5
7824,2024-01-21,Europe,Samsung,Laptop,Ryzen 5,NVIDIA RTX 3060,8,512,Windows 10,Black,Online,PayPal,2481.64,10,2233.48,1,2233.48,Student,5
7825,2022-10-29,North America,Samsung,All-in-One,i5,NVIDIA RTX 2060,8,1024,Windows 10,Gray,Online,PayPal,1475.08,5,1401.33,2,2802.66,Professional,1
7826,2020-11-02,Europe,Asus,Desktop,Ryzen 5,NVIDIA GTX 1650,16,512,Windows 10,Black,Reseller,Debit Card,2035.28,15,1729.99,2,3459.98,Professional,5
7827,2023-11-04,Europe,Lenovo,Laptop,Ryzen 5,AMD Radeon Vega,8,1024,Windows 10,Blue,Reseller,Credit Card,969.52,0,969.52,2,1939.04,Enterprise,3
7828,2024-12-28,North America,Samsung,Laptop,i5,AMD Radeon Vega,4,2048,macOS,Black,Retail Store,Credit Card,1153.92,5,1096.22,1,1096.22,Gamer,3
7829,2022-02-08,North America,Asus,All-in-One,M2,NVIDIA RTX 2060,4,1024,Windows 11,White,Reseller,PayPal,1568.98,5,1490.53,3,4471.59,Professional,3
7830,2022-08-03,North America,MSI,Gaming Laptop,Ryzen 7,NVIDIA RTX 2060,8,256,Windows 10,Silver,Online,Bank Transfer,2545.56,15,2163.73,3,6491.19,Student,1
7831,2025-06-29,North America,Acer,Desktop,M2,Intel Iris,4,1024,Linux,Blue,Retail Store,Debit Card,1941.01,20,1552.81,1,1552.81,Gamer,5
7832,2023-08-03,Europe,Dell,Gaming Laptop,i3,Intel Iris,4,512,Linux,Silver,Retail Store,PayPal,2678.78,15,2276.96,1,2276.96,Professional,3
7833,2025-02-16,Asia-Pacific,Acer,All-in-One,M2,NVIDIA RTX 2060,8,512,Windows 10,Gray,Reseller,PayPal,2440.59,10,2196.53,1,2196.53,Student,2
7834,2025-08-12,Europe,Samsung,Gaming Laptop,i5,NVIDIA RTX 3060,8,1024,Windows 11,Silver,Reseller,Credit Card,912.7,10,821.43,2,1642.86,Gamer,3
7835,2022-10-07,Asia-Pacific,HP,Gaming Laptop,i3,AMD Radeon Vega,32,2048,Windows 11,Black,Reseller,Debit Card,1680.34,10,1512.31,3,4536.93,Professional,4
7836,2025-05-11,Europe,Microsoft,Gaming Laptop,i9,NVIDIA RTX 3060,16,512,macOS,Silver,Reseller,Credit Card,2078.83,15,1767.01,3,5301.03,Enterprise,3
7837,2020-06-01,North America,Samsung,Gaming Laptop,i9,Intel UHD,4,2048,macOS,Silver,Online,Debit Card,598.73,15,508.92,3,1526.76,Professional,1
7838,2023-12-19,Asia-Pacific,Apple,Desktop,Ryzen 9,AMD Radeon Vega,4,512,macOS,Silver,Reseller,Debit Card,421.11,10,379,1,379,Student,5
7839,2020-02-07,Asia-Pacific,Microsoft,Laptop,Ryzen 9,NVIDIA GTX 1650,8,512,Windows 11,Silver,Reseller,Bank Transfer,1436.27,5,1364.46,2,2728.92,Professional,4
7840,2021-01-29,Europe,Lenovo,Desktop,M2,NVIDIA RTX 3060,8,1024,Windows 10,Black,Retail Store,Bank Transfer,1912.94,20,1530.35,2,3060.7,Professional,4
7841,2022-03-16,Europe,MSI,All-in-One,i5,NVIDIA GTX 1650,8,2048,Windows 10,Silver,Online,PayPal,975.74,5,926.95,1,926.95,Enterprise,5
7842,2024-04-25,North America,Lenovo,Gaming Laptop,M1,NVIDIA GTX 1650,16,512,Windows 11,White,Online,PayPal,2959.28,10,2663.35,2,5326.7,Gamer,5
7843,2025-07-11,Europe,Razer,Desktop,Ryzen 7,NVIDIA RTX 3060,32,2048,Windows 11,Black,Retail Store,Bank Transfer,825.29,15,701.5,2,1403,Enterprise,5
7844,2022-02-15,North America,Razer,All-in-One,i7,Intel Iris,8,2048,Windows 10,White,Reseller,PayPal,419.98,20,335.98,3,1007.94,Enterprise,3
7845,2024-06-24,Asia-Pacific,Acer,Laptop,Ryzen 3,NVIDIA RTX 3060,4,2048,Windows 10,Silver,Online,PayPal,1716.27,15,1458.83,2,2917.66,Student,3
7846,2020-04-04,Asia-Pacific,Razer,Gaming Laptop,Ryzen 5,NVIDIA RTX 3060,4,512,Windows 11,Silver,Reseller,PayPal,1879.97,15,1597.97,1,1597.97,Enterprise,4
7847,2021-08-28,Asia-Pacific,Acer,Desktop,i3,AMD Radeon Vega,8,256,macOS,Black,Retail Store,Debit Card,2293.15,10,2063.84,3,6191.52,Student,1
7848,2025-04-19,North America,Samsung,Laptop,i5,AMD Radeon Vega,32,2048,Linux,Blue,Retail Store,Bank Transfer,1308.78,15,1112.46,1,1112.46,Professional,5
7849,2021-11-05,Europe,HP,Desktop,i5,NVIDIA RTX 2060,4,512,macOS,White,Retail Store,Credit Card,2223.61,0,2223.61,1,2223.61,Professional,5
7850,2021-11-15,Asia-Pacific,Acer,Gaming Laptop,i9,AMD Radeon Vega,8,512,Linux,Gray,Online,Credit Card,1473.1,15,1252.13,2,2504.26,Professional,3
7851,2020-02-23,Europe,Acer,Gaming Laptop,i9,NVIDIA RTX 2060,16,1024,Linux,Blue,Reseller,PayPal,1133.85,5,1077.16,2,2154.32,Enterprise,3
7852,2020-02-05,Asia-Pacific,Apple,All-in-One,i5,Intel UHD,16,1024,macOS,Black,Retail Store,Credit Card,2023.07,20,1618.46,2,3236.92,Student,1
7853,2021-04-06,North America,HP,Gaming Laptop,M1,NVIDIA GTX 1650,32,1024,Linux,White,Retail Store,Bank Transfer,2634.99,0,2634.99,1,2634.99,Student,3
7854,2025-08-12,Asia-Pacific,Microsoft,Gaming Laptop,Ryzen 5,Intel Iris,32,512,Linux,Silver,Retail Store,Credit Card,1146.55,20,917.24,2,1834.48,Gamer,3
7855,2020-04-01,North America,Samsung,Laptop,Ryzen 9,NVIDIA RTX 2060,16,1024,Windows 11,Silver,Retail Store,Bank Transfer,2317.96,0,2317.96,1,2317.96,Professional,4
7856,2024-02-07,North America,Samsung,Desktop,Ryzen 5,NVIDIA RTX 3060,16,1024,Windows 11,White,Retail Store,Bank Transfer,498.96,15,424.12,1,424.12,Enterprise,5
7857,2020-12-26,Europe,Asus,Desktop,i3,Intel UHD,4,2048,macOS,Blue,Online,PayPal,1829.43,5,1737.96,2,3475.92,Professional,2
7858,2020-01-21,North America,MSI,All-in-One,Ryzen 9,NVIDIA RTX 2060,32,2048,macOS,Black,Reseller,Bank Transfer,2306,15,1960.1,3,5880.3,Professional,5
7859,2022-01-03,North America,HP,All-in-One,i5,Intel Iris,32,2048,macOS,Silver,Retail Store,PayPal,1127.03,0,1127.03,2,2254.06,Gamer,5
7860,2021-04-04,Europe,Lenovo,Desktop,M1,NVIDIA RTX 3060,16,256,macOS,Gray,Retail Store,PayPal,872.31,0,872.31,1,872.31,Gamer,3
7861,2025-05-25,North America,HP,All-in-One,i5,NVIDIA RTX 3060,4,2048,macOS,Blue,Online,PayPal,2228.11,20,1782.49,2,3564.98,Student,3
7862,2021-03-01,Europe,Razer,Gaming Laptop,Ryzen 5,Intel Iris,8,256,macOS,Silver,Online,PayPal,2940.62,5,2793.59,1,2793.59,Student,4
7863,2021-04-13,Europe,Dell,Desktop,Ryzen 5,NVIDIA RTX 3060,16,2048,Windows 11,Black,Reseller,PayPal,2478.68,20,1982.94,1,1982.94,Professional,1
7864,2022-09-09,Europe,Razer,Laptop,Ryzen 9,NVIDIA RTX 3060,8,1024,macOS,Gray,Retail Store,PayPal,1709.06,20,1367.25,2,2734.5,Gamer,1
7865,2020-01-28,North America,Asus,All-in-One,i5,Intel Iris,4,1024,Windows 10,Blue,Retail Store,Bank Transfer,1360.45,15,1156.38,1,1156.38,Student,2
7866,2024-12-12,North America,Microsoft,Laptop,M2,NVIDIA RTX 3060,32,2048,Windows 10,Silver,Online,Bank Transfer,1005.45,15,854.63,2,1709.26,Professional,5
7867,2022-07-03,North America,MSI,Desktop,i7,Intel Iris,8,1024,Windows 10,Gray,Online,PayPal,2238.78,20,1791.02,3,5373.06,Professional,3
7868,2023-01-27,North America,Microsoft,Laptop,Ryzen 3,AMD Radeon Vega,16,2048,macOS,Silver,Reseller,Bank Transfer,1661.85,5,1578.76,3,4736.28,Enterprise,4
7869,2025-09-25,Europe,Acer,Laptop,i5,Intel Iris,32,512,Windows 11,Blue,Reseller,PayPal,1532.69,0,1532.69,1,1532.69,Enterprise,4
7870,2020-04-17,Asia-Pacific,Acer,Desktop,i5,NVIDIA RTX 2060,4,256,Windows 11,Silver,Retail Store,Bank Transfer,1488.21,15,1264.98,2,2529.96,Professional,1
7871,2022-09-21,Asia-Pacific,MSI,All-in-One,i9,NVIDIA RTX 3060,16,2048,Windows 11,Silver,Reseller,Bank Transfer,2770.82,10,2493.74,1,2493.74,Professional,1
7872,2023-12-02,Europe,Asus,Laptop,Ryzen 5,Intel Iris,4,256,Windows 11,Silver,Reseller,Bank Transfer,2450.2,20,1960.16,3,5880.48,Student,3
7873,2021-09-25,Asia-Pacific,MSI,Gaming Laptop,M1,AMD Radeon Vega,16,512,Windows 11,Silver,Reseller,Credit Card,2541.08,15,2159.92,3,6479.76,Enterprise,2
7874,2025-03-04,Europe,MSI,Desktop,i7,Intel Iris,4,512,macOS,White,Retail Store,Debit Card,2913.82,5,2768.13,3,8304.39,Professional,4
7875,2024-04-01,Asia-Pacific,Microsoft,Desktop,M1,NVIDIA RTX 2060,4,512,Linux,Silver,Online,Debit Card,2104.87,15,1789.14,3,5367.42,Professional,2
7876,2020-02-02,North America,Microsoft,All-in-One,M1,NVIDIA RTX 2060,32,256,Linux,Blue,Retail Store,PayPal,833.07,0,833.07,3,2499.21,Enterprise,1
7877,2025-03-08,Europe,Asus,Gaming Laptop,i5,AMD Radeon Vega,16,2048,Linux,Black,Reseller,Debit Card,958.62,15,814.83,1,814.83,Student,1
7878,2021-04-22,Europe,Apple,Desktop,Ryzen 7,Intel UHD,4,1024,macOS,White,Online,Credit Card,2191.1,15,1862.43,2,3724.86,Gamer,2
7879,2022-12-30,North America,Samsung,Gaming Laptop,Ryzen 9,AMD Radeon Vega,16,256,macOS,Silver,Reseller,Debit Card,1492.16,20,1193.73,1,1193.73,Professional,3
7880,2021-04-18,North America,Samsung,Desktop,i5,NVIDIA GTX 1650,8,256,Windows 10,Silver,Reseller,PayPal,2439.31,10,2195.38,2,4390.76,Professional,1
7881,2023-09-08,Europe,Samsung,Gaming Laptop,i3,NVIDIA RTX 2060,4,512,macOS,Blue,Online,Credit Card,2892.13,10,2602.92,2,5205.84,Professional,3
7882,2022-12-05,Asia-Pacific,Razer,All-in-One,M2,Intel UHD,32,256,Windows 10,White,Retail Store,Credit Card,1153.5,5,1095.83,3,3287.49,Enterprise,5
7883,2024-09-13,Asia-Pacific,Microsoft,Gaming Laptop,Ryzen 3,AMD Radeon Vega,8,256,Windows 10,Black,Reseller,Debit Card,1199.17,0,1199.17,3,3597.51,Gamer,3
7884,2024-09-06,Asia-Pacific,Samsung,Gaming Laptop,Ryzen 5,Intel Iris,32,512,Windows 11,Black,Online,PayPal,2455.5,0,2455.5,3,7366.5,Professional,5
7885,2021-08-26,Asia-Pacific,Lenovo,Desktop,Ryzen 9,Intel Iris,8,256,Windows 11,White,Reseller,PayPal,510.95,0,510.95,1,510.95,Enterprise,2
7886,2025-02-01,Asia-Pacific,Microsoft,Gaming Laptop,i7,NVIDIA GTX 1650,4,2048,macOS,Gray,Online,Bank Transfer,2165.66,15,1840.81,1,1840.81,Gamer,2
7887,2023-02-22,North America,HP,Laptop,i7,Intel Iris,8,1024,Windows 11,Silver,Online,PayPal,2318.82,10,2086.94,2,4173.88,Gamer,5
7888,2025-04-10,North America,Samsung,Gaming Laptop,Ryzen 5,NVIDIA GTX 1650,32,512,Windows 10,Blue,Reseller,PayPal,1539.74,15,1308.78,2,2617.56,Student,1
7889,2023-11-28,North America,Razer,Desktop,M2,Intel Iris,8,256,Windows 10,Gray,Reseller,Debit Card,883.65,5,839.47,1,839.47,Professional,1
7890,2024-12-17,North America,Apple,Desktop,Ryzen 5,Intel UHD,16,1024,macOS,Black,Online,Credit Card,834.47,5,792.75,3,2378.25,Professional,2
7891,2021-03-03,North America,MSI,Laptop,Ryzen 9,NVIDIA RTX 3060,16,2048,Windows 11,Gray,Reseller,Bank Transfer,984.28,10,885.85,2,1771.7,Gamer,5
7892,2021-08-02,North America,HP,Desktop,i7,NVIDIA RTX 3060,32,1024,Windows 10,Gray,Reseller,Bank Transfer,542.92,5,515.77,3,1547.31,Enterprise,2
7893,2024-04-05,Europe,Samsung,Laptop,i9,Intel Iris,32,2048,macOS,Gray,Retail Store,PayPal,2201.5,20,1761.2,2,3522.4,Professional,5
7894,2023-11-09,Europe,Razer,All-in-One,i3,Intel UHD,16,512,Windows 11,Silver,Online,Debit Card,1522.33,10,1370.1,3,4110.3,Professional,3
7895,2020-11-14,Europe,Razer,Desktop,Ryzen 9,Intel UHD,8,512,macOS,White,Online,Bank Transfer,2764.63,5,2626.4,2,5252.8,Student,3
7896,2023-05-24,Europe,Acer,Laptop,i7,Intel Iris,8,512,macOS,Black,Reseller,Debit Card,1306.61,15,1110.62,3,3331.86,Professional,4
7897,2020-03-22,Asia-Pacific,Apple,Laptop,i9,AMD Radeon Vega,16,1024,macOS,Gray,Reseller,Debit Card,941.72,10,847.55,3,2542.65,Professional,4
7898,2024-08-12,North America,Apple,Gaming Laptop,i3,NVIDIA RTX 3060,32,2048,macOS,Gray,Online,Bank Transfer,2076.69,0,2076.69,1,2076.69,Professional,2
7899,2024-06-20,North America,Apple,All-in-One,i5,NVIDIA RTX 2060,8,256,macOS,Silver,Online,Bank Transfer,1513.57,20,1210.86,3,3632.58,Student,5
7900,2021-02-21,Europe,Asus,Laptop,Ryzen 9,AMD Radeon Vega,8,1024,Windows 10,Black,Online,Bank Transfer,1397.92,10,1258.13,3,3774.39,Student,4
7901,2021-09-17,Asia-Pacific,HP,All-in-One,i9,NVIDIA RTX 2060,8,512,Windows 10,Black,Retail Store,Debit Card,2729.15,0,2729.15,3,8187.45,Student,1
7902,2022-10-09,North America,HP,Laptop,M1,NVIDIA GTX 1650,32,512,macOS,Silver,Retail Store,Bank Transfer,1546.71,10,1392.04,1,1392.04,Gamer,1
7903,2025-10-11,Asia-Pacific,Asus,Laptop,Ryzen 7,AMD Radeon Vega,4,2048,macOS,White,Retail Store,Debit Card,2253.83,10,2028.45,2,4056.9,Gamer,1
7904,2023-02-10,North America,HP,All-in-One,M1,AMD Radeon Vega,32,256,Windows 10,Gray,Online,Bank Transfer,1019.64,15,866.69,3,2600.07,Enterprise,1
7905,2021-10-02,Asia-Pacific,Microsoft,Laptop,Ryzen 3,Intel Iris,8,1024,Linux,Silver,Retail Store,Bank Transfer,966.07,5,917.77,3,2753.31,Student,2
7906,2024-05-10,North America,Microsoft,Desktop,i9,NVIDIA RTX 3060,4,2048,macOS,White,Reseller,PayPal,1614.33,20,1291.46,3,3874.38,Gamer,3
7907,2024-06-22,Europe,HP,Desktop,Ryzen 9,Intel Iris,4,256,Windows 10,Black,Retail Store,Debit Card,1000.51,10,900.46,2,1800.92,Gamer,2
7908,2025-02-10,Europe,Samsung,Laptop,Ryzen 3,Intel Iris,4,512,Windows 10,Gray,Retail Store,Credit Card,1107.52,5,1052.14,1,1052.14,Student,2
7909,2021-11-02,Asia-Pacific,Razer,Laptop,M2,NVIDIA RTX 2060,4,512,macOS,White,Reseller,Debit Card,405.41,0,405.41,1,405.41,Professional,1
7910,2021-02-17,Europe,Lenovo,All-in-One,Ryzen 5,Intel Iris,8,256,Windows 11,White,Online,Credit Card,2558.83,0,2558.83,3,7676.49,Student,3
7911,2024-06-05,Europe,Microsoft,Gaming Laptop,Ryzen 3,NVIDIA RTX 3060,32,1024,Windows 10,Gray,Reseller,Credit Card,1900.31,20,1520.25,1,1520.25,Gamer,2
7912,2023-03-10,Asia-Pacific,Microsoft,Laptop,Ryzen 5,Intel UHD,8,512,Windows 10,White,Reseller,PayPal,1309.64,0,1309.64,2,2619.28,Gamer,5
7913,2021-04-20,North America,Asus,Gaming Laptop,i7,NVIDIA RTX 3060,16,2048,Windows 10,Black,Reseller,Bank Transfer,1354.34,15,1151.19,2,2302.38,Professional,5
7914,2023-12-30,Europe,Dell,Desktop,i5,NVIDIA RTX 3060,16,512,Linux,White,Retail Store,Credit Card,2005.9,0,2005.9,2,4011.8,Student,5
7915,2023-05-25,North America,MSI,Gaming Laptop,i9,Intel UHD,4,1024,Windows 10,Gray,Retail Store,PayPal,2172.26,15,1846.42,1,1846.42,Student,4
7916,2022-04-10,North America,Acer,All-in-One,Ryzen 7,Intel Iris,8,2048,Windows 11,Silver,Reseller,PayPal,1049.18,5,996.72,2,1993.44,Enterprise,2
7917,2021-05-17,Asia-Pacific,Razer,Desktop,M1,NVIDIA GTX 1650,8,512,macOS,Gray,Retail Store,Debit Card,1340.17,10,1206.15,2,2412.3,Enterprise,1
7918,2025-05-26,North America,Lenovo,All-in-One,M1,Intel Iris,4,1024,macOS,White,Online,Credit Card,1961.08,5,1863.03,2,3726.06,Gamer,1
7919,2024-02-21,Europe,HP,All-in-One,Ryzen 5,AMD Radeon Vega,16,1024,Windows 11,White,Retail Store,Credit Card,2312.16,0,2312.16,1,2312.16,Professional,1
7920,2023-06-08,Europe,Asus,Gaming Laptop,i7,Intel UHD,4,2048,macOS,Silver,Retail Store,Debit Card,879.68,10,791.71,2,1583.42,Gamer,4
7921,2025-05-06,Asia-Pacific,Acer,Gaming Laptop,i9,NVIDIA GTX 1650,4,512,Windows 10,Black,Reseller,Credit Card,2973.93,15,2527.84,1,2527.84,Student,5
7922,2021-08-29,Europe,Samsung,Laptop,Ryzen 7,NVIDIA RTX 2060,8,256,Windows 11,Black,Retail Store,Credit Card,2161.79,15,1837.52,3,5512.56,Professional,4
7923,2025-10-10,Europe,Samsung,Desktop,Ryzen 7,AMD Radeon Vega,16,2048,Linux,Silver,Online,PayPal,799.96,0,799.96,3,2399.88,Enterprise,4
7924,2021-08-03,Asia-Pacific,Acer,All-in-One,M1,NVIDIA RTX 3060,4,1024,Linux,White,Online,PayPal,1324.59,15,1125.9,1,1125.9,Gamer,5
7925,2024-10-02,Asia-Pacific,Razer,Gaming Laptop,i7,NVIDIA GTX 1650,4,256,Windows 10,Black,Online,Debit Card,2029.12,10,1826.21,1,1826.21,Gamer,4
7926,2021-08-30,Asia-Pacific,Dell,Gaming Laptop,Ryzen 3,Intel UHD,32,2048,Windows 10,Black,Online,PayPal,2609.38,0,2609.38,1,2609.38,Gamer,5
7927,2025-05-21,Europe,Apple,Desktop,M1,Intel Iris,32,1024,macOS,Blue,Online,Debit Card,1799.92,20,1439.94,2,2879.88,Professional,5
7928,2025-08-09,Europe,Lenovo,Gaming Laptop,M1,Intel Iris,4,1024,Windows 11,Gray,Retail Store,PayPal,880.88,20,704.7,2,1409.4,Gamer,5
7929,2025-03-06,Europe,Apple,Laptop,i7,Intel UHD,4,2048,macOS,Silver,Retail Store,Bank Transfer,1014.19,5,963.48,3,2890.44,Professional,3
7930,2023-02-26,Europe,Samsung,Laptop,i7,NVIDIA RTX 2060,32,1024,Windows 10,Black,Online,PayPal,590.09,15,501.58,2,1003.16,Student,1
7931,2020-07-13,Asia-Pacific,Lenovo,Gaming Laptop,M1,Intel Iris,32,256,macOS,Blue,Online,PayPal,1103.44,10,993.1,1,993.1,Student,5
7932,2021-09-20,Europe,Apple,Laptop,Ryzen 7,Intel UHD,16,512,macOS,Black,Online,PayPal,436.23,0,436.23,1,436.23,Enterprise,2
7933,2023-01-20,Asia-Pacific,HP,Gaming Laptop,Ryzen 3,Intel UHD,8,1024,macOS,Silver,Reseller,Bank Transfer,2264.37,10,2037.93,1,2037.93,Enterprise,4
7934,2020-04-20,North America,Asus,All-in-One,Ryzen 5,NVIDIA RTX 2060,32,2048,Linux,Gray,Reseller,PayPal,2588.12,15,2199.9,1,2199.9,Gamer,5
7935,2022-05-31,Asia-Pacific,Asus,Laptop,M1,NVIDIA GTX 1650,4,1024,Linux,Black,Reseller,Bank Transfer,1497.91,15,1273.22,3,3819.66,Student,4
7936,2022-06-23,Europe,HP,All-in-One,i7,Intel UHD,16,256,Linux,Silver,Retail Store,Bank Transfer,2276.91,5,2163.06,1,2163.06,Gamer,5
7937,2020-01-17,North America,Acer,Laptop,i5,NVIDIA RTX 3060,4,2048,Linux,Silver,Online,Credit Card,2061.29,5,1958.23,1,1958.23,Student,3
7938,2022-07-10,Asia-Pacific,Apple,Desktop,i5,NVIDIA RTX 2060,4,512,macOS,Gray,Online,Credit Card,1644.87,15,1398.14,3,4194.42,Student,3
7939,2020-11-29,North America,Lenovo,Desktop,M2,Intel Iris,32,1024,Windows 11,Blue,Retail Store,Debit Card,2356.83,20,1885.46,1,1885.46,Student,5
7940,2023-01-10,Europe,Asus,Desktop,i5,Intel Iris,32,2048,Windows 11,Gray,Online,Credit Card,719.39,5,683.42,3,2050.26,Professional,5
7941,2021-07-16,Europe,HP,Gaming Laptop,Ryzen 5,AMD Radeon Vega,16,1024,Windows 10,Gray,Online,Debit Card,625.77,20,500.62,2,1001.24,Gamer,5
7942,2022-07-19,North America,Samsung,Desktop,i3,NVIDIA GTX 1650,32,256,Windows 11,Black,Retail Store,PayPal,881.54,5,837.46,3,2512.38,Enterprise,3
7943,2024-09-14,North America,Apple,Laptop,i7,NVIDIA RTX 3060,8,512,macOS,Black,Reseller,Bank Transfer,1869.33,20,1495.46,1,1495.46,Enterprise,1
7944,2025-03-25,Asia-Pacific,Asus,Laptop,Ryzen 7,Intel UHD,32,1024,macOS,Gray,Retail Store,Debit Card,2920.47,15,2482.4,2,4964.8,Enterprise,2
7945,2023-05-21,Europe,Samsung,Desktop,M2,Intel UHD,4,2048,Windows 10,White,Retail Store,Debit Card,2065.06,15,1755.3,1,1755.3,Enterprise,1
7946,2020-08-05,Europe,HP,Gaming Laptop,i3,NVIDIA RTX 3060,16,2048,macOS,Blue,Retail Store,Credit Card,647.58,15,550.44,3,1651.32,Gamer,3
7947,2025-06-16,Asia-Pacific,Samsung,Laptop,Ryzen 9,Intel Iris,32,256,Windows 10,Black,Online,Credit Card,2650.79,0,2650.79,1,2650.79,Professional,1
7948,2020-02-16,Asia-Pacific,HP,Gaming Laptop,M1,NVIDIA RTX 2060,32,256,macOS,Silver,Reseller,Bank Transfer,1036.98,10,933.28,1,933.28,Gamer,5
7949,2024-07-27,North America,Samsung,Gaming Laptop,M2,NVIDIA RTX 3060,8,1024,Linux,Silver,Reseller,Bank Transfer,1421.72,20,1137.38,1,1137.38,Professional,2
7950,2025-03-01,Europe,Asus,All-in-One,i9,Intel UHD,16,1024,macOS,Blue,Retail Store,Bank Transfer,591.72,0,591.72,2,1183.44,Enterprise,2
7951,2021-07-25,Europe,Microsoft,Gaming Laptop,i5,Intel UHD,4,512,Windows 11,Gray,Retail Store,Bank Transfer,2410.32,0,2410.32,3,7230.96,Gamer,3
